135	660	swimmer	Schwimmer						
136	663	Adrian	Adrian	resemble	gleichen				
137	666	theory	Theorie						
138	667	rest	Rest						
139	671	analysis	Analyse						
140	678	tone	Ton						
141	684	Sarah	Sarah						
142	692	regret	bedauern						
143	693	last night	gestern Nacht						
144	695	inappropriate	unangemessen						
145	696	Thursday	Donnerstag						
146	700	shop	Geschäft						
147	702	shelf	Regal						
148	704	shelf	Regal						
149	705	shop	Geschäft						
150	707	pair	Paar						
151	709	shelf	Regal						
152	711	buy	kaufen						
153	713	Tuesday	Dienstag						
154	715	pair	Paar						
155	716	Tuesday	Dienstag						
156	723	forearm	Vorderarm						
157	725	technique	Technik						
158	726	weight	Gewicht						
159	731	traveller	Reisender	test	Prüfung				
160	740	kid	Kind						
161	745	less	weniger						
162	753	at the same time	gleichzeitig						
163	755	phenomenon	Phänomen						
164	757	phenomenon	Phänomen						
165	760	pretty	ziemlich						
166	773	police	Polizei	terror	Terror				
167	777	police	Polizei						
168	781	bad	schlimm						
169	782	police	Polizei						
170	787	police	Polizei						
171	796	police	Polizei	cannabis	Cannabis				
172	803	behave	benehmen						
173	804	protect	schützen						
174	805	beach	Strand						
175	806	shock	Schock						
176	809	beach	Strand						
177	811	noise	Lärm						
178	812	afternoon	Nachmittag						
179	815	beach	Strand						
180	823	later	später						
181	828	league	Liga						
182	833	league	Liga						
183	834	Rio de Janeiro	Rio de Janeiro						
184	835	Thursday	Donnerstag	Rio de Janeiro	Rio de Janeiro				
185	837	bronze	Bronze						
186	846	match	Match						
187	849	match	Match						
188	851	bronze	Bronze	match	Spiel				
189	858	race	Rennen						
190	859	whom	die						
191	866	stop	stoppen						
192	870	way of life	Lebensweise						
193	895	mentality	Mentalität						
194	897	systematically	systematisch						
195	900	Romeo	Romeo						
196	905	Latin American	lateinamerikanisch						
197	920	passionate	leidenschaftlich						
198	924	temperament	Temperament						
199	925	fanaticism	Fanatismus						
200	930	last year	letztes Jahr						
201	932	Thursday	Donnerstag						
202	933	old	alt						
203	936	widow	Witwe						
204	938	nominate	nominieren						
205	939	confirmation	Bestätigung	Obama	Obama				
206	941	Thursday	Donnerstag						
207	942	later	später	nominate	nominieren				
208	949	instead of	anstelle	generation	Generation				
209	953	feel	fühlen						
210	954	art	Kunstwerk						
211	955	submit	einreichen	in person	persönlich	Los Angeles	Los Angeles		
212	968	minority	Minderheit						
213	970	witch-hunt	Hexenjagd						
214	972	branch	Zweig						
215	973	seek	suchen						
216	977	percent	Prozent						
217	981	North Rhine-Westphalia	Nordrhein-Westfalen						
218	982	understood	verstanden						
219	983	take place	stattfinden						
220	987	blow up	aufblasen						
221	988	September	September						
222	990	leader	Anführer						
223	993	old	alt	inconspicuous	unauffällig				
224	994	predecessor	Vorgänger						
225	996	cost	kosten						
226	999	North Rhine-Westphalia	Nordrhein-Westfalen						
227	1007	at stake	auf dem Spiel						
228	1008	percent	Prozent						
229	1009	percent	Prozent	percent	Prozent				
230	1010	seven percent	sieben Prozent						
231	1024	Monday	am Montag						
232	1026	town	Ort						
233	1047	percent	Prozent						
234	1055	less	weniger						
235	1113	percent	Prozent						
236	1114	percent	Prozent						
237	1121	seven	sieben	percent	Prozent				
238	1123	percent	Prozent						
239	1131	Monday	Montag						
240	1134	Alexander	Alexander						
241	1137	workshop	Werkstatt						
242	1141	Paul	Paul	Thursday	Donnerstag				
243	1143	percent	Prozent						
244	1144	September	September	fee	Gebühr				
245	1146	cost	kosten	Paul	Paul				
246	1148	percent	Prozent						
247	1155	permanent	dauerhaft						
248	1168	middle-aged	mittleren Alters						
249	1169	pseudonym	Pseudonym						
250	1173	enjoy	genießen						
251	1177	slowly	langsam						
252	1179	whom	die	middle-aged	mittleren Alters	middle-aged	mittleren Alters		
253	1184	buy	kaufen						
254	1186	purchase	kaufen	very much	sehr				
255	1189	wave	Welle	comeback	Comeback	buy	kaufen		
256	1191	buy	kaufen	buy	kaufen				
257	1192	explain	erklären						
258	1194	shop	Geschäft						
259	1196	feel	fühlen						
260	1197	void	Leere						
261	1201	yet	noch						
262	1202	purchase	kaufen	record player	Plattenspieler				
263	1205	record player	Plattenspieler	buy	kaufen	shelf	Regal		
264	1207	less	weniger						
265	1208	record player	Plattenspieler						
266	1211	middle-aged	mittleren Alters						
267	1212	less	weniger						
268	1218	listen	hören						
269	1219	explain	erklären						
270	1220	shop	Geschäft	generation	Generation	Urban	Urban		
271	1221	record player	Plattenspieler						
272	1223	merely	nur						
273	1229	Thursday	Donnerstag	middle-aged	mittleren Alters				
274	1232	female	Weibchen	old	alt	five	fünf		
275	1233	refugee camp	Flüchtlingslager						
276	1244	whom	die						
277	1248	Thursday	Donnerstag						
278	1259	Thursday	Donnerstag	Kiel	Kiel				
279	1266	hobby	Hobby						
280	1267	Thursday	Donnerstag						
281	1274	Seattle	Seattle						
282	1281	trailer	Trailer						
283	1282	generation	Generation						
284	1283	trailer	Trailer	Wiesbaden	Wiesbaden	police	Polizei		
285	1286	trailer	Trailer	five	fünf				
286	1287	at the same time	gleichzeitig						
287	1291	protect	schützen						
288	1292	trailer	Trailer						
289	1295	Thursday	Donnerstag						
290	1296	win	gewinnen						
291	1297	proud	stolz						
292	1313	break	Pause						
293	1317	try	Versuch						
294	1319	try	Versuch						
295	1324	battle	Kampf						
296	1327	Robin	Robin						
297	1330	battalion	Bataillon						
298	1334	pretty	ziemlich						
299	1337	begin	beginnen	minimum	Minimum				
300	1343	immediacy	Unmittelbarkeit						
301	1345	Robin	Robin						
302	1346	Robin	Robin						
303	1347	Robin	Robin						
304	1349	race	Rennen	five	fünf				
305	1350	pair	Paar						
306	1352	very much	sehr						
307	1356	win	gewinnen	race	Rennen				
308	1357	pair	Paar						
309	1359	enjoy	genießen						
310	1360	race	Rennen						
311	1371	later	später						
312	1390	challenge	Herausforderung						
313	1391	night	Nacht						
314	1394	talk	sprechen						
315	1401	married	verheiratet						
316	1405	perpetrator	Täter						
317	1408	police	Polizei						
318	1409	old	alt						
319	1412	police	Polizei						
320	1414	police	Polizei						
321	1415	perpetrator	Täter						
322	1416	police	Polizei	perpetrator	Täter				
323	1424	truly	wirklich						
324	1428	percent	Prozent						
325	1442	Thursday	Donnerstag						
326	1448	percent less	Prozent weniger						
327	1450	percent	Prozent						
328	1451	association	Verband						
329	1452	mind	Geist						
330	1456	mind	Geist						
331	1457	hobby	Hobby						
332	1465	hobby	Hobby						
333	1471	challenge	Herausforderung						
334	1475	self-esteem	Selbstwertgefühl						
335	1478	hobby	Hobby	talent	Talent				
336	1483	churchwarden directly	Kirchenvorsteher direkt						
337	1490	female	Weibchen						
338	1492	percent	Prozent						
339	1494	less	weniger						
340	1497	animal husbandry	Tierhaltung						
341	1509	arrest warrant	Haftbefehl						
342	1512	Istanbul	Istanbul	Istanbul	Istanbul				
343	1515	stop	halt						
344	1518	whom	den						
345	1531	Europa	Europa						
346	1534	win	gewinnen						
347	1541	third	Drittel						
348	1544	Rio de Janeiro	Rio de Janeiro						
349	1545	laugh	lachen						
350	1555	Jamaica	Jamaika						
351	1556	operation	Operation						
352	1564	later	später						
353	1569	world champion	Weltmeisterin						
354	1570	Thailand	Thailand						
355	1571	Thailand	Thailand						
356	1573	September	September						
357	1574	unclear	unklar						
358	1576	south	südlich	capital city	Hauptstadt				
359	1577	police	Polizei						
360	1580	taxi driver	Taxifahrer						
361	1589	police	Polizei						
362	1593	unclear	unklar						
363	1594	police	Polizei						
364	1595	Thailand	Thailand						
365	1600	rest	Rest						
366	1601	Thursday	Donnerstag						
367	1607	whom	die						
368	1616	Baden-Württemberg	Baden-Württemberg						
369	1622	propaganda	Propaganda						
370	1631	refugee	Asylbewerber	yet	noch				
371	1643	Rio de Janeiro	Rio de Janeiro						
372	1644	swimmer	Schwimmer	slowly	langsam				
373	1652	run	laufen						
374	1653	race	Rennen						
375	1657	five	fünf	metre	Meter				
376	1660	metre	Meter						
377	1663	Los Angeles	Los Angeles						
378	1664	downtown	Innenstadt	Los Angeles	Los Angeles				
379	1666	formerly	ehemals						
380	1672	police	Polizei	shop	Geschäft	Monday	am Montag	window	Fenster
381	1682	Obama	Obama	IS	IS				
382	1683	resistance	Widerstand						
383	1690	third	Dritte						
384	1695	long-term	langfristig						
385	1701	complete	ganz						
386	1705	September	September						
387	1706	September	September						
388	1716	stop	stoppen						
389	1718	percent	Prozent						
390	1723	Thursday	Donnerstag						
391	1724	police	Polizei						
392	1725	driver	Fahrerin						
393	1726	police	Polizei						
394	1728	fire brigade	Feuerwehr						
395	1729	ambulance	Rettungswagen						
396	1732	police	Polizei						
397	1733	instead of	statt						
398	1736	mayor	Bürgermeister						
399	1739	percent	Prozent						
400	1741	September	September						
401	1746	old	alt	old	alt				
402	1760	goods	Güter	goods	Güter				
403	1762	electricity	Strom						
404	1766	pineapple	Ananas						
405	1772	feature	Feature						
406	1782	Thursday	Donnerstag						
407	1783	Thursday	Donnerstag	engineer	Ingenieurin				
408	1785	hashtag	Hashtag						
409	1789	Thursday	Donnerstag						
410	1791	ISIS	ISIS						
411	1792	picture	Bild	Thursday	Donnerstag				
412	1799	Obama	Obama	ISIS	ISIS				
413	1801	begin	beginnen						
414	1802	Mosul	Mossul						
415	1803	Kansas	Kansas						
416	1804	ISIS	ISIS						
417	1806	Thursday	Donnerstag						
418	1808	Thursday	Donnerstag						
419	1810	morale	Moral						
420	1812	Tuesday	am Dienstag						
421	1817	Obama	Obama						
422	1820	oil	Öl						
423	1821	September	September						
424	1825	Thursday	Donnerstag						
425	1830	meet	aufeinandertreffen						
426	1843	score	Spielstand						
427	1846	United States	USA						
428	1849	depend	abhängen						
429	1852	Rio de Janeiro feel	Rio de Janeiro fühlen						
430	1853	swimmer	Schwimmer						
431	1854	read	lesen	listen	hören	conversation	Gespräch		
432	1856	swimmer	Schwimmer						
433	1858	equally	gleich						
434	1864	United States	USA						
435	1871	upon	auf						
436	1877	admirable	bewundernswert						
437	1885	take place	stattfinden	streaming	Streaming				
438	1887	promise	versprechen	melee	Tumult				
439	1891	resistance	Widerstand						
440	1892	police	Polizei						
441	1900	human rights	Menschenrechte						
442	1901	Africa	Afrika						
443	1903	Somalia	Somalia	Africa	Afrika				
444	1906	clean	sauber						
445	1907	paragon	Vorbild						
446	1912	generation	Generation						
447	1914	last year	letztes Jahr	percent	Prozent				
448	1915	Eritrea	Eritrea	battle	Kampf				
449	1916	less	weniger						
450	1917	explain	erklären						
451	1918	innocuous	harmlos						
452	1924	whom	die						
453	1928	feel	Gefühl	percent	Prozent	population	Bevölkerung		
454	1932	especially	besonders						
455	1934	relative	relativ						
456	1937	bloodshed	Blutvergießen						
457	1944	United States	USA						
458	1945	Somalia	Somalia						
459	1949	Obama	Obama						
460	1951	explain	erklären						
461	1952	Thursday	Donnerstag	ISIS	ISIS				
462	1955	Obama	Obama	destroy ISIS	zerstören ISIS				
463	1959	speech	Rede						
464	1960	sarcasm defense	Sarkasmus Verteidigung						
465	1961	later	später						
466	1965	tone	Ton						
467	1967	generally	generell						
468	1969	mayor	Bürgermeister	Thursday	Donnerstag				
469	1970	Obama	Obama						
470	1971	Obama	Obama	ISIS	ISIS				
471	1972	try	versuchen	Obama	Obama	ISIS	ISIS		
472	1974	try	versuchen						
473	1975	evidence	Beweis						
474	1983	less	weniger						
475	1997	stream	Strom						
476	2004	instead of	anstelle						
477	2007	seven	sieben						
478	2014	feel	fühlen						
479	2030	Tuesday	Dienstag						
480	2031	reporter	Reporter						
481	2033	reporter	Reporter	meatloaf	Hackbraten				
482	2044	hide	verstecken						
483	2046	luxury	Luxus						
484	2048	dish	Gericht						
485	2054	become	werden	challenge	Herausforderung				
486	2062	housekeeper	Haushälterin						
487	2072	goo	Glibber						
488	2084	rescue	Rettung						
489	2090	seven	sieben						
490	2093	old	alt						
491	2102	old	alt						
492	2103	Alexander	Alexander	world record	Weltrekord				
493	2106	observe Greenland	beobachten Grönland	Greenland	Grönland				
494	2112	Greenland	Grönland	Greenland	Grönland				
495	2120	old	alt						
496	2124	world record	Weltrekord						
497	2126	Alaska	Alaska						
498	2128	later	später						
499	2129	become	werden						
500	2134	invest	investieren						
501	2137	mayor	Bürgermeister	begin	beginnen				
502	2150	five	fünf						
503	2152	less	weniger						
504	2153	directly	direkt						
505	2167	Thursday	Donnerstag						
506	2168	generation	Generation	cure	heilen	percent	Prozent		
507	2176	income	Einkommen						
508	2177	income	Einkommen	tenure	Amtszeit				
509	2182	although	obwohl						
510	2185	Thursday	Donnerstag						
511	2188	Thursday	Donnerstag	speech	Rede				
512	2189	crowd	Menge						
513	2193	Obama	Obama						
514	2203	upon	mit	promotion	Förderung				
515	2211	whiff	Hauch						
516	2214	clearly	deutlich						
517	2220	Israel	Israel						
518	2221	directly	direkt						
519	2222	Israel	Israel						
520	2224	Israel	Israel						
521	2238	synagogue	Synagoge						
522	2239	oversight	Versehen						
523	2240	Israel	Israel						
524	2243	police	Polizei	Thursday	Donnerstag				
525	2245	police	Polizei						
526	2251	percent	Prozent						
527	2255	five	fünf	percent	Prozent				
528	2256	percent	Prozent						
529	2257	percent	Prozent						
530	2262	broken	gebrochen						
531	2264	civilization	Zivilisation						
532	2268	police	Polizei						
533	2270	directly	unmittelbar						
534	2272	police	Polizei						
535	2300	reward	Belohnung						
536	2302	afternoon	Nachmittag						
537	2305	high altar	Hochaltar						
538	2310	glory	Ruhm						
539	2311	proud	stolz						
540	2327	win	gewinnen						
541	2329	later	später						
542	2333	win	gewinnen						
543	2334	seven	sieben						
544	2335	five	fünf	five	fünf				
545	2342	win	gewinnen						
546	2348	world record	Weltrekord						
547	2354	background	Hintergrund	Victoria	Victoria				
548	2355	night	Abend						
549	2357	Victoria	Victoria						
550	2358	Victoria	Victoria	operation	Betrieb				
551	2359	subsidy	Subvention						
552	2363	last year	letztes Jahr						
553	2367	joint venture	Joint Venture						
554	2368	electricity	Strom						
555	2375	yet	noch						
556	2376	Victoria	Victoria						
557	2381	model	Model						
558	2382	Thursday	Donnerstag						
559	2387	league	Liga						
560	2394	generation	Generation						
561	2400	Victoria	Victoria						
562	2412	five	fünf						
563	2438	Mecklenburg	Mecklenburg						
564	2440	September	September	September	September				
565	2444	percent	Prozent	percent	Prozent	five	fünf		
566	2445	percent	Prozent						
567	2447	percent	Prozent	percent	Prozent	percent	Prozent		
568	2448	percent	Prozent	percent	Prozent				
569	2449	percent	Prozent						
570	2450	percent	Prozent	percent	Prozent				
571	2451	percent	Prozent	percent	Prozent				
572	2452	percent	Prozent	percent	Prozent	percent	Prozent	percent	Prozent
573	2453	percent	Prozent						
574	2454	percent	Prozent						
575	2458	heavy	schwer						
576	2464	buy	kaufen						
577	2468	slow	langsam						
578	2469	calculator	Taschenrechner						
579	2476	success story	Erfolgsgeschichte						
580	2478	later	später						
581	2485	introduction	Einführung						
582	2501	challenge	Herausforderung						
583	2507	budget	Budget	five	fünf				
584	2510	proud	stolz						
585	2511	Paul	Paul						
586	2514	Thursday	Donnerstag						
587	2515	Tuesday	Dienstag						
588	2520	daily	täglich						
589	2523	Tuesday	Dienstag						
590	2524	Thursday	Donnerstag						
591	2527	run over	überfahren	motorway	Autobahn				
592	2528	motorway	Autobahn	night	Nacht				
593	2529	run over	überfahren	motorway	Autobahn	Thursday	Donnerstag		
594	2530	canton	Kanton						
595	2531	police	Polizei						
596	2534	police	Polizei						
597	2539	five	fünf						
598	2540	motorway	Autobahn	motorway	Autobahn	night	Nacht		
599	2541	night	Nacht						
600	2543	policewoman	Polizistin						
601	2544	Thursday	Donnerstag	police	Polizei				
602	2545	Venus	Venus						
603	2546	Venus	Venus						
604	2547	Venus	Venus						
605	2548	Venus	Venus						
606	2549	Venus	Venus						
607	2550	Venus	Venus	slowly	langsam				
608	2551	Venus	Venus						
609	2553	Venus	Venus	percent	Prozent				
610	2554	Venus	Venus						
611	2555	rain	Regen						
612	2557	Venus	Venus	evolution	Evolution				
613	2558	Venus	Venus						
614	2560	Venus	Venus						
615	2561	Venus	Venus						
616	2563	Thursday	Donnerstag						
617	2564	club	Verein						
618	2565	determination	Bestimmtheit						
619	2567	perfectly	perfekt						
620	2572	in the future	Zukunft						
621	2573	league	Liga						
622	2574	club	Verein						
623	2575	five	fünf						
624	2580	confirm	bestätigen						
625	2582	percent	Prozent						
626	2583	percent	Prozent						
627	2588	generation	Generation						
628	2591	five	fünf						
629	2592	Pleiades	Plejaden						
630	2593	Pleiades	Plejaden						
631	2594	spin	rotieren						
632	2596	Pleiades	Plejaden						
633	2603	less	weniger						
634	2605	Pleiades	Plejaden						
635	2606	Pleiades	Plejaden						
636	2607	Pleiades	Plejaden	anchor	Anker				
637	2608	hang	aufhängen						
638	2609	analysis	Analyse	Pleiades	Plejaden				
639	2615	league	Liga						
640	2619	Seattle	Seattle						
641	2622	successful	erfolgreich						
642	2625	clinic	Klinik						
643	2627	league	Liga	break	Pause				
644	2631	win	gewinnen						
645	2632	married	verheiratet						
646	2634	Adrian	Adrian						
647	2635	Adrian	Adrian						
648	2636	Rio de Janeiro	Rio de Janeiro						
649	2639	Adrian	Adrian						
650	2645	association	Verband						
651	2647	test	Probe	offensive	Offensive				
652	2648	test	Test	shock	Schock				
653	2654	participate	teilnehmen						
654	2655	Adrian	Adrian						
655	2657	blow	Schlag						
656	2662	podium	Podium						
657	2668	percent	Prozent						
658	2669	percent	Prozent						
659	2670	percent	Prozent						
660	2672	successful	erfolgreich						
661	2683	percent	Prozent	percent	Prozent				
662	2686	percent	Prozent						
663	2689	conclusion	Ergebnis	try	versuchen				
664	2690	explain	erklären						
665	2699	underground	Untergrund						
666	2700	payment	Bezahlung						
667	2703	percent	Prozent						
668	2719	less	weniger						
669	2736	invest	investieren						
670	2742	broken	gebrochen	kneecap	Kniescheibe				
671	2747	percent	Prozent						
672	2750	seawater	Meerwasser						
673	2755	seawater	Meerwasser						
674	2776	slap in the face	Ohrfeige						
675	2784	regular	regelmäßig	bypass	Umgehungsstraße				
676	2786	motorway	Autobahn						
677	2787	Tuesday	Dienstag						
678	2788	directly	direkt						
679	2800	Tuesday	Dienstag						
680	2803	association	Verein						
681	2804	association	Verein						
682	2807	association	Verein						
683	2808	September	September						
684	2814	association	Verein						
685	2816	night	Nacht						
686	2817	rain	Regen						
687	2818	night	Nacht						
688	2819	sky	Himmel						
689	2822	night	Nacht						
690	2825	percent	Prozent						
691	2834	depression	Depression						
692	2844	turn	wenden						
693	2851	bed	Bett						
694	2852	finger	Finger						
695	2856	bed	Bett	bed	Bett				
696	2858	swimmer	Schwimmer						
697	2859	world record	Weltrekord						
698	2861	night	Nacht						
699	2865	comeback	Comeback						
700	2870	police	Polizei	Thursday	Donnerstag				
701	2876	police	Polizei						
702	2881	ground	Grund						
703	2882	police	Polizei	police	Polizei				
704	2883	police	Polizei	police	Polizei				
705	2885	illegal	illegal	later	später	police	Polizei		
706	2886	peaceful	friedlich						
707	2891	police	Polizei						
708	2892	rest	Rest						
709	2896	percent	Prozent						
710	2906	police	Polizei						
711	2911	police	Polizei						
712	2913	noise	Lärm						
713	2921	grateful	dankbar						
714	2922	less	weniger						
715	2955	feel	Gefühl	wanted	erwünscht				
716	2957	explain	erklären						
717	2963	clearly	deutlich						
718	2969	town	Ort						
719	2974	yet	noch						
720	2986	police	Polizei	police	Polizei				
721	2989	Baden-Württemberg	Baden-Württemberg						
722	2990	police	Polizei						
723	2991	evidence	Beweismittel	police	Polizei				
724	2992	police	Polizei						
725	2999	percent	Prozent						
726	3000	percent	Prozent						
